2.980230000000000161e-09 5.070599999999999552e-01 3.453062521150008024e+02
2.000030000000000026e-04 5.080740000000000256e-01 3.448347207183596765e+02
4.000030000000000122e-04 5.071649999999999769e-01 3.452275740167918912e+02
6.000029999999999947e-04 5.085720000000000240e-01 3.445887505556493693e+02
8.000029999999999772e-04 5.125849999999999573e-01 3.427592116538132245e+02
1.000000000000000021e-03 5.127570000000000183e-01 3.426816898319489155e+02
1.199999999999999895e-03 5.210090000000000554e-01 3.389968405494460626e+02
1.399999999999999986e-03 5.224229999999999707e-01 3.383636732760371046e+02
1.600000000000000077e-03 5.225319999999999965e-01 3.383190280770961635e+02
1.799999999999999951e-03 5.275870000000000282e-01 3.361288045579066193e+02
2.000000000000000042e-03 5.236279999999999824e-01 3.378252835198691741e+02
2.200000000000000133e-03 5.306539999999999591e-01 3.347784603538607939e+02
2.399999999999999790e-03 5.358030000000000292e-01 3.325938663039176504e+02
2.599999999999999881e-03 5.352660000000000196e-01 3.328086050992934020e+02
2.799999999999999972e-03 5.342200000000000282e-01 3.332511313875910446e+02
3.000000000000000062e-03 5.380770000000000275e-01 3.316188638074488608e+02
3.200000000000000153e-03 5.387070000000000469e-01 3.313452617627568202e+02
3.399999999999999811e-03 5.403080000000000105e-01 3.306976728804759773e+02
3.599999999999999901e-03 5.465250000000000385e-01 3.280936773067446097e+02
3.799999999999999992e-03 5.472430000000000350e-01 3.278226348416453106e+02
4.000000000000000083e-03 5.474179999999999602e-01 3.277237943860914129e+02
4.199999999999999740e-03 5.564769999999999994e-01 3.240692730478066892e+02
4.400000000000000265e-03 5.544540000000000024e-01 3.248736241602016435e+02
4.599999999999999922e-03 5.551430000000000531e-01 3.245931225209200193e+02
4.799999999999999580e-03 5.604959999999999942e-01 3.224527042496042100e+02
5.000000000000000104e-03 5.619979999999999976e-01 3.218497347958185060e+02
5.199999999999999761e-03 5.610650000000000359e-01 3.222324262490534466e+02
5.400000000000000286e-03 5.667750000000000288e-01 3.199928321605596011e+02
5.599999999999999943e-03 5.667560000000000375e-01 3.200040960524294746e+02
5.799999999999999600e-03 5.730830000000000091e-01 3.175480211995059108e+02
6.000000000000000125e-03 5.702720000000000011e-01 3.186225310736623442e+02
6.199999999999999782e-03 5.753420000000000201e-01 3.166851927504425248e+02
6.400000000000000307e-03 5.817909999999999471e-01 3.142638056089803626e+02
6.599999999999999964e-03 5.792840000000000211e-01 3.152028645636331703e+02
6.799999999999999621e-03 5.818090000000000206e-01 3.142470170101910298e+02
7.000000000000000146e-03 5.861100000000000199e-01 3.126651262698111964e+02
7.199999999999999803e-03 5.840379999999999461e-01 3.134187085895531482e+02
7.400000000000000328e-03 5.863369999999999971e-01 3.125625125025005104e+02
7.599999999999999985e-03 5.969609999999999639e-01 3.087077186190886096e+02
7.799999999999999642e-03 5.946439999999999504e-01 3.095361909714483772e+02
8.000000000000000167e-03 5.972399999999999931e-01 3.085905435513834050e+02
8.200000000000000691e-03 5.994540000000000424e-01 3.077889060566701005e+02
8.399999999999999481e-03 6.008109999999999840e-01 3.073159638350573459e+02
8.600000000000000006e-03 6.093199999999999728e-01 3.043287724594634369e+02
8.800000000000000530e-03 6.085249999999999826e-01 3.045948127503388605e+02
