0.5	1562588.2
0.51	1582973.2
0.52	1601875.5
0.53	1619414.7
0.54	1638414.5
0.55	1647006.2
0.56	1663968.5
0.57	1655488.2
0.58	1649018.5
0.59	1626614.7
0.6	1601624.2
0.61	1525353
0.62	1410796.5
0.63	1226201.5
0.64	1069624.2
0.65	908933.5
0.66	737778.5
0.67	612553.5
0.68	517384
0.69	445337.7
0.7	389451.2
0.71	344656.5
0.72	303267.7
0.73	271283.5
0.74	243734
0.75	221926.2
0.76	199748.5
0.77	183093.6
0.78	167828.3
0.79	153712.3
0.8	137410.8
0.81	129822.9
0.82	120471.9
0.83	111985
0.84	104618.3
0.85	97318.5
0.86	90878.3
0.87	85231.1
0.88	79860.6
0.89	75052.4
0.9	70431.9
0.91	66231.8
0.92	62428.5
0.93	58653.4
0.94	55503.7
0.95	52138.5
0.96	49340.6
0.97	46699.15
0.98	44212
0.99	41788.25
1	39610.55
1.01	37473.45
1.02	35658.3
1.03	33893.35
1.04	32038.7
1.05	30649.1
1.06	28974.05
1.07	27600.8
1.08	26329
1.09	25042
1.1	23800.8
1.11	22775.3
1.12	21695.05
1.13	20645.05
1.14	19686.2
1.15	18798.5
1.16	18110.5
1.17	17280.3
1.18	16413
1.19	15844.1
1.2	15087.15
1.21	14393.55
1.22	13733.7
1.23	13255.55
1.24	12705.7
1.25	12088.25
1.26	11576.15
1.27	11165.25
1.28	10582.6
1.29	10273.55
1.3	9864.1
1.31	9417.7
1.32	9075.5
1.33	8692.5
1.34	8382.6
1.35	8062.9
1.36	7796.15
1.37	7436.55
1.38	7202.85
1.39	6968.25
1.4	6709.9
1.41	6481.2
1.42	6146.9
1.43	5958
1.44	5789.3
1.45	5510.8
1.46	5379.05
1.47	5213.15
1.48	4945.8
1.49	4825.2
1.5	4815.45
1.51	4561.5
1.52	4369.7
1.53	4244.75
1.54	4171.55
1.55	3987.1
1.56	3876.1
1.57	3782
1.58	3683
1.59	3577.05
1.6	3515.7
1.61	3315.35
1.62	3268.45
1.63	3246.5
1.64	3133.55
1.65	3001.85
1.66	3009.3
1.67	2910.2
1.68	2862.6
1.69	2751.55
1.7	2649.9
1.71	2649.5
1.72	2523
1.73	2522.1
1.74	2429.1
1.75	2429.75
1.76	2397.75
1.77	2295.3
1.78	2268.8
1.79	2222.95
1.8	2196.7
1.81	2188.2
1.82	2121.65
1.83	2106.05
1.84	2039.9
1.85	2040.9
1.86	1978.45
1.87	1967.85
1.88	1939.75
1.89	1888.85
1.9	1853.5
1.91	1849.2
1.92	1784.25
1.93	1785.85
1.94	1770.55
1.95	1761.2
1.96	1732.4
1.97	1696.45
1.98	1693.55
1.99	1677.95
2	1644.1
2.01	1636.55
2.02	1639.15
2.03	1584.4
2.04	1533.15
2.05	1563.75
2.06	1514.15
2.07	1506.85
2.08	1507.25
2.09	1486.35
2.1	1470.65
2.11	1458.3
2.12	1458.95
2.13	1438.05
2.14	1396
2.15	1427.95
2.16	1396
2.17	1360
2.18	1395.35
2.19	1353.35
2.2	1339.45
2.21	1326
2.22	1315.1
2.23	1310.75
2.24	1284.9
2.25	1253.65
2.26	1256.1
2.27	1260.45
2.28	1229
2.29	1239.55
2.3	1223.4
2.31	1197.1
2.32	1203.05
2.33	1190.3
2.34	1183.9
2.35	1161.25
2.36	1162.45
2.37	1136.4
2.38	1139.5
2.39	1143.1
2.4	1106.8
2.41	1121.85
2.42	1112.05
2.43	1090.45
2.44	1076.85
2.45	1067.8
2.46	1077.45
2.47	1024.3
2.48	1034.95
2.49	1021.6
2.5	1014.45
2.51	1020.05
2.52	994.7
2.53	1001.55
2.54	976.45
2.55	987.1
2.56	986.95
2.57	972.4
2.58	946
2.59	911.5
2.6	946.75
2.61	909.5
2.62	927.5
2.63	914
2.64	915.7
2.65	907.1
2.66	889.9
2.67	882.15
2.68	866.95
2.69	859.4
2.7	846.05
2.71	847.05
2.72	836.95
2.73	837.05
2.74	805.45
2.75	819.65
2.76	813.4
2.77	767.4
2.78	776.95
2.79	738.45
2.8	760.65
2.81	777.95
2.82	739.85
2.83	741.4
2.84	738.2
2.85	716.35
2.86	709.5
2.87	706.5
2.88	689.15
2.89	690.85
2.9	693.75
2.91	672.1
2.92	670.25
2.93	678.7
2.94	661.5
2.95	646.75
2.96	652.15
2.97	635.5
2.98	635.6
2.99	627.7
3	609.4
3.01	597.25
3.02	603.9
3.03	602.45
3.04	570.7
3.05	569.55
3.06	565.9
3.07	564.75
3.08	553.4
3.09	561.15
3.1	530.4
3.11	537.15
3.12	528.5
3.13	507.6
3.14	513.3
3.15	514.35
3.16	491.15
3.17	488.15
3.18	484.25
3.19	493.55
3.2	466.5
3.21	459.45
3.22	453.8
3.23	447.65
3.24	445.35
3.25	442.55
3.26	411.65
3.27	415.8
3.28	399.35
3.29	416
3.3	400.55
3.31	403
3.32	375.5
3.33	383.75
3.34	374.7
3.35	389.15
3.36	364.85
3.37	362.2
3.38	357.2
3.39	362
3.4	348.55
3.41	341.25
3.42	342.3
3.43	333.65
3.44	330.5
3.45	313.6
3.46	319.8
3.47	302.35
3.48	281.2
3.49	299.35
3.5	295.85
3.51	289.5
3.52	290.15
3.53	289.45
3.54	284.35
3.55	271.3
3.56	274.6
3.57	278.95
3.58	257.55
3.59	260.6
3.6	265.5
3.61	258.4
3.62	249.35
3.63	256.05
3.64	242.3
3.65	233.45
3.66	226
3.67	214.9
3.68	228.2
3.69	217.4
3.7	208.5
3.71	215.45
3.72	221.8
3.73	213.25
3.74	209.6
3.75	199.1
3.76	196.05
3.77	189.45
3.78	192.95
3.79	187
3.8	180
3.81	183.3
3.82	167.25
3.83	168.35
3.84	184.05
3.85	172.6
3.86	166.9
3.87	164.35
3.88	159.55
3.89	165.25
3.9	157.35
3.91	153.4
3.92	157
3.93	146.8
3.94	147.1
3.95	144.05
3.96	147.5
3.97	138.95
3.98	123.6
3.99	127.9
4	124.3
4.01	126.5
4.02	129.6
4.03	121.6
4.04	127.75
4.05	111.2
4.06	126.3
4.07	118.3
4.08	112
4.09	113.25
4.1	103.55
4.11	109.95
4.12	101.85
4.13	107.45
4.14	102.1
4.15	107
4.16	101.05
4.17	90.25
4.18	101.7
4.19	97.8
4.2	96.55
4.21	100.2
4.22	94.9
4.23	77.3
4.24	93.2
4.25	86.15
4.26	82.3
4.27	86.05
4.28	79.65
4.29	77.9
4.3	74.55
4.31	78.4
4.32	82.1
4.33	71.55
4.34	79.35
4.35	82.95
4.36	76.75
4.37	74.45
4.38	68.5
4.39	69.8
4.4	69.1
4.41	60.65
4.42	66.9
4.43	63.65
4.44	65.65
4.45	56.9
4.46	64.65
4.47	63.8
4.48	62.75
4.49	54.1
4.5	56.85
4.51	50.45
4.52	52.2
4.53	54.35
4.54	53.25
4.55	61.15
4.56	58.55
4.57	52.25
4.58	42.7
4.59	51.2
4.6	52.85
4.61	52.2
4.62	52.85
4.63	57.5
4.64	49.8
4.65	46.75
4.66	42.15
4.67	48.95
4.68	50.7
4.69	45.9
4.7	42.85
4.71	45.15
4.72	44.05
4.73	45.9
4.74	41
4.75	44.7
4.76	40.35
4.77	42.55
4.78	39.95
4.79	41.75
4.8	43.5
4.81	36.05
