0.5	15659866
0.51	15824968.8
0.52	15831800.3
0.53	15961836.8
0.54	16322571.2
0.55	16148847.5
0.56	16241285.7
0.57	16204501.5
0.58	15934109.3
0.59	15627628.2
0.6	15172103
0.61	14379137.8
0.62	13212617.3
0.63	11215719.2
0.64	9139853.3
0.65	7448207.2
0.66	5897986.2
0.67	4778846.3
0.68	3972484.5
0.69	3367833
0.7	2898698
0.71	2524404.3
0.72	2215364.8
0.73	1971854.3
0.74	1752488.2
0.75	1574722.3
0.76	1420140.3
0.77	1288641.3
0.78	1309128.8
0.79	1199898.2
0.8	1107064.7
0.81	1020285.7
0.82	946973
0.83	878733.5
0.84	821389
0.85	765301.7
0.86	719514
0.87	669860
0.88	627575.2
0.89	590410.2
0.9	555841.3
0.91	523651.2
0.92	495022.5
0.93	465258
0.94	438763.8
0.95	414744.5
0.96	393889.2
0.97	372152.7
0.98	355381.8
0.99	336248.8
1	321776.7
1.01	305305.8
1.02	291555.3
1.03	277454.8
1.04	266546
1.05	255946
1.06	244746.3
1.07	233441.5
1.08	226354.5
1.09	216634.7
1.1	209150
1.11	200102.7
1.12	194099
1.13	187106
1.14	181041.5
1.15	174092.5
1.16	169439.33
1.17	163358.17
1.18	158808.33
1.19	153184.67
1.2	150684.33
1.21	147770.5
1.22	141701.17
1.23	136215.33
1.24	133950.5
1.25	130134.33
1.26	126866.67
1.27	123643.33
1.28	121513.83
1.29	118369.17
1.3	116469.5
1.31	113257.5
1.32	111628.83
1.33	109091
1.34	107445.5
1.35	104696.83
1.36	103253.33
1.37	100647.83
1.38	98654.77
1.39	96299.97
1.4	94744.53
1.41	92445.83
1.42	90776.97
1.43	87951.33
1.44	86914.23
1.45	84602.27
1.46	83372.9
1.47	80712.2
1.48	79820.23
1.49	77457.37
1.5	76712.97
1.51	74454.4
1.52	73277.67
1.53	71590.8
1.54	70475.03
1.55	68711.13
1.56	68065.03
1.57	66321.03
1.58	65412.67
1.59	63756.93
1.6	63135.33
1.61	61630.5
1.62	60250.43
1.63	58689.9
1.64	58042.77
1.65	56651.6
1.66	55654.63
1.67	53737.73
1.68	52578.7
1.69	50988.5
1.7	50308.97
1.71	48409.83
1.72	47278.5
1.73	45589.9
1.74	44253.87
1.75	42811.5
1.76	41818.37
1.77	40099.93
1.78	38914.27
1.79	37340.77
1.8	36393.3
1.81	34953.7
1.82	33756.13
1.83	32040.33
1.84	31177.43
1.85	29617.43
1.86	28619.2
1.87	27078.4
