1.199999999999999956e-01 9.701507503764934537e-01 1.000000000000000000e+00
1.219999999999999973e-01 9.700455436141525167e-01 9.879121782748129244e-01
1.239999999999999991e-01 9.698389580415484046e-01 9.906257709069977713e-01
1.260000000000000009e-01 9.695381836439497247e-01 9.930926732998931472e-01
1.280000000000000027e-01 9.691529328564324475e-01 9.928048680207219867e-01
1.300000000000000044e-01 9.686943866113681967e-01 9.833895238878381795e-01
1.320000000000000062e-01 9.681741106657777429e-01 9.918592221034454592e-01
1.340000000000000080e-01 9.676031078755890080e-01 9.888989392319710303e-01
1.360000000000000098e-01 9.669911195047926622e-01 9.889400542718526088e-01
1.380000000000000115e-01 9.663462213430907832e-01 9.868431872378916614e-01
1.399999999999999856e-01 9.656746979560336674e-01 9.763177370282049017e-01
1.419999999999999873e-01 9.649811348417370871e-01 9.940794342570512532e-01
1.439999999999999891e-01 9.642686490421420453e-01 9.793602499794424876e-01
1.459999999999999909e-01 9.635391812683102852e-01 9.855275059616808164e-01
1.479999999999999927e-01 9.627937893368412325e-01 9.924759477016692477e-01
1.499999999999999944e-01 9.620329049905157470e-01 9.869254173176548184e-01
1.519999999999999962e-01 9.612565370136199050e-01 9.836362141271276505e-01
1.539999999999999980e-01 9.604644190079797417e-01 9.794424800592056446e-01
1.559999999999999998e-01 9.596561092476412203e-01 9.895567798700765083e-01
1.580000000000000016e-01 9.588310536306081655e-01 9.865142669188389224e-01
1.600000000000000033e-01 9.579886226967968543e-01 9.913658416248664063e-01
1.620000000000000051e-01 9.571281364380600509e-01 9.829372584491407050e-01
1.639999999999999791e-01 9.562488667326656255e-01 9.758654715895074272e-01
1.659999999999999809e-01 9.553500382754258613e-01 9.737274895156647903e-01
1.679999999999999827e-01 9.544308374745958945e-01 9.824027629306800735e-01
1.699999999999999845e-01 9.534904101821198852e-01 9.880766384343392383e-01
1.719999999999999862e-01 9.525278592736169392e-01 9.659156319381629885e-01
1.739999999999999880e-01 9.515422420673499415e-01 9.802236658169558581e-01
1.759999999999999898e-01 9.505325675706337574e-01 9.799358605377846976e-01
1.779999999999999916e-01 9.494977935412943770e-01 9.806348162157717541e-01
1.799999999999999933e-01 -nan 9.676013485733081509e-01
1.819999999999999951e-01 -nan 9.742208699942438432e-01
1.839999999999999969e-01 -nan 9.815804621330482815e-01
1.859999999999999987e-01 -nan 9.706849765644273154e-01
1.880000000000000004e-01 -nan 9.725351533590987918e-01
1.900000000000000022e-01 -nan 9.698215607269139449e-01
1.920000000000000040e-01 -nan 9.618863580297672966e-01
1.940000000000000058e-01 -nan 9.560891374064632853e-01
1.960000000000000075e-01 -nan 9.707260916043088939e-01
1.980000000000000093e-01 -nan 9.659567469780445670e-01
2.000000000000000111e-01 -nan 9.595016857166351887e-01
2.020000000000000129e-01 -nan 9.571581284433845482e-01
2.040000000000000147e-01 -nan 9.620508181892936106e-01
2.060000000000000164e-01 -nan 9.646410657018337220e-01
2.079999999999999905e-01 -nan 9.500041115039881134e-01
2.099999999999999922e-01 -nan 9.453169969574870546e-01
2.119999999999999940e-01 -nan 9.559657922868185498e-01
2.139999999999999958e-01 -nan 9.470438286325137955e-01
2.159999999999999976e-01 -nan 9.586793849190033967e-01
2.179999999999999993e-01 -nan 9.509497574212647519e-01
2.200000000000000011e-01 -nan 9.440424307211577881e-01
2.220000000000000029e-01 -nan 9.353260422662610374e-01
2.240000000000000047e-01 -nan 9.520598634980675934e-01
2.259999999999999787e-01 -nan 9.415755283282625232e-01
2.279999999999999805e-01 -nan 9.365594934627086143e-01
2.299999999999999822e-01 -nan 9.497574212646986425e-01
2.319999999999999840e-01 -nan 9.479072444700271660e-01
2.339999999999999858e-01 -nan 9.397664665734726253e-01
2.359999999999999876e-01 -nan 9.264451936518378616e-01
2.379999999999999893e-01 -nan 9.340514760299317709e-01
2.399999999999999911e-01 -nan 9.229093002220212227e-01
2.419999999999999929e-01 -nan 9.362716881835375649e-01
2.439999999999999947e-01 -nan 9.176465751171778429e-01
2.459999999999999964e-01 -nan 9.204835128690075363e-01
2.479999999999999982e-01 -nan 9.016117095633582323e-01
2.500000000000000000e-01 -nan 9.052709481128197178e-01
2.520000000000000018e-01 -nan 9.126716552915056235e-01
2.540000000000000036e-01 -nan 9.092179919414521416e-01
2.560000000000000053e-01 -nan 9.071211249074911942e-01
2.580000000000000071e-01 -nan 8.980758161335417045e-01
2.600000000000000089e-01 -nan 8.920730203108296896e-01
2.620000000000000107e-01 8.545091228496236591e-01 8.883726667214867367e-01
2.640000000000000124e-01 8.496730137182274545e-01 8.838088972946304134e-01
2.660000000000000142e-01 8.446019855231504669e-01 8.827810212975906179e-01
2.680000000000000160e-01 8.392825967317973923e-01 8.762026149165365041e-01
2.700000000000000178e-01 8.337007185865541459e-01 8.681029520598635418e-01
2.720000000000000195e-01 8.278415237127103588e-01 8.591809884055587876e-01
2.740000000000000213e-01 8.216894780005656873e-01 8.491489186744510809e-01
2.760000000000000231e-01 8.152283357523018026e-01 8.409670257380149616e-01
2.780000000000000249e-01 8.084411377531651732e-01 8.408847956582518046e-01
2.800000000000000266e-01 8.013102114469807802e-01 8.259600361812351466e-01
2.820000000000000284e-01 7.938171717276590877e-01 8.208206561960365022e-01
2.840000000000000302e-01 7.859429199573005898e-01 8.041690650439931032e-01
2.860000000000000320e-01 7.776676376463159679e-01 8.073760381547570031e-01
2.880000000000000338e-01 7.689707697559303723e-01 7.947537209111092960e-01
2.900000000000000355e-01 7.598309908256468681e-01 7.871885535728969652e-01
2.920000000000000373e-01 7.502261451976942608e-01 7.689745909053531392e-01
2.940000000000000391e-01 7.401331507883511795e-01 7.547899021462051161e-01
2.959999999999999853e-01 7.295278546775912920e-01 7.356302935613847627e-01
2.979999999999999871e-01 7.183848290334553521e-01 7.315187895732259138e-01
2.999999999999999889e-01 7.066770983692756136e-01 7.161006496176300917e-01
3.019999999999999907e-01 6.943757946668530634e-01 6.887180330564920405e-01
3.039999999999999925e-01 6.814497475906888813e-01 6.680782830359345281e-01
3.059999999999999942e-01 6.678650377137059779e-01 6.455883562207055393e-01
3.079999999999999960e-01 6.535845756806361040e-01 6.313214373817942482e-01
3.099999999999999978e-01 6.385678184159456761e-01 6.058712276950908304e-01
3.119999999999999996e-01 6.227707903867089057e-01 5.761039388208206713e-01
3.140000000000000013e-01 6.061466376573433346e-01 5.453910040292738737e-01
3.160000000000000031e-01 5.886469933703588620e-01 4.972864073678151531e-01
3.180000000000000049e-01 5.702244554796428444e-01 4.765233122276128497e-01
3.200000000000000067e-01 5.508364455994676501e-01 4.350793520269714554e-01
3.220000000000000084e-01 5.304506066647807216e-01 4.005427185264369694e-01
3.240000000000000102e-01 5.090516908433468934e-01 3.565085108132554637e-01
3.260000000000000120e-01 4.866495916080764705e-01 3.283035934544856760e-01
3.280000000000000138e-01 4.632878177331705150e-01 2.892443055669763896e-01
3.299999999999999600e-01 4.390513569498056823e-01 2.565167338212318016e-01
3.319999999999999618e-01 4.140726228354184024e-01 2.259271441493298227e-01
3.339999999999999636e-01 3.885341159243657083e-01 1.956253597565989766e-01
3.359999999999999654e-01 3.626666323550801208e-01 1.684072033549872671e-01
3.379999999999999671e-01 3.367423417493133897e-01 1.497820902886275729e-01
3.399999999999999689e-01 3.110627790643605839e-01 1.311158621823863279e-01
3.419999999999999707e-01 2.859426283429298277e-01 1.117917934380396328e-01
3.439999999999999725e-01 2.616909457140752515e-01 9.797714003782583003e-02
3.459999999999999742e-01 2.385919953590372733e-01 8.712276950908642847e-02
3.479999999999999760e-01 2.168880219479661642e-01 8.177781432447989163e-02
3.499999999999999778e-01 1.967660097578111944e-01 7.014225803799029046e-02
3.519999999999999796e-01 1.783498388320622074e-01 6.483841789326535987e-02
3.539999999999999813e-01 1.616983863456332715e-01 5.920565742948770416e-02
3.559999999999999831e-01 1.468092270078621142e-01 5.472411808239453779e-02
3.579999999999999849e-01 1.336268427912281342e-01 4.974919825672231150e-02
3.599999999999999867e-01 1.220537882469471813e-01 5.028369377518296379e-02
3.619999999999999885e-01 1.119631215668813323e-01 4.678891538524792421e-02
3.639999999999999902e-01 1.032105716077882512e-01 4.588438450785297523e-02
3.659999999999999920e-01 9.564527767739298969e-02 4.275964147685223232e-02
3.679999999999999938e-01 8.911839813913358110e-02 4.263629635720746908e-02
3.699999999999999956e-01 8.348933037633428367e-02 3.893594276786448150e-02
3.719999999999999973e-01 7.862964366510417913e-02 4.000493380478579303e-02
3.739999999999999991e-01 7.442506243923285858e-02 3.729134117260093917e-02
3.760000000000000009e-01 7.077594986538937594e-02 3.963489844585148941e-02
3.780000000000000027e-01 6.759675395113168284e-02 3.622235013567963458e-02
3.800000000000000044e-01 6.481482453071774064e-02 3.638681029520598326e-02
3.820000000000000062e-01 6.236892303997227521e-02 3.544116437792944885e-02
3.840000000000000080e-01 6.020765428209759462e-02 3.507112901899514523e-02
3.860000000000000098e-01 5.828796630088760311e-02 3.363210262313954396e-02
3.880000000000000115e-01 5.657379746882245514e-02 3.342652742373160291e-02
3.900000000000000133e-01 5.503490120487021520e-02 3.692130581366664249e-02
3.920000000000000151e-01 5.364584918772598993e-02 3.441328838088972969e-02
3.940000000000000169e-01 5.238519961554213150e-02 3.334429734396842510e-02
3.960000000000000187e-01 5.123481114348347326e-02 3.309760710467889167e-02
3.980000000000000204e-01 5.017928108127934356e-02 3.457774854041608531e-02
4.000000000000000222e-01 4.920548686510574365e-02 3.100074007071786791e-02
4.020000000000000240e-01 4.830221187575441111e-02 3.248088150645506156e-02
4.040000000000000258e-01 4.745983943461525023e-02 3.363210262313954396e-02
4.060000000000000275e-01 4.667010172599226486e-02 3.457774854041608531e-02
4.080000000000000293e-01 4.592587288901225917e-02 3.186415590823123145e-02
4.099999999999999756e-01 4.522099778420959892e-02 3.268645670586300261e-02
4.119999999999999774e-01 4.455014957683058052e-02 3.433105830112655188e-02
4.139999999999999791e-01 4.390871080050055830e-02 3.301537702491571385e-02
4.159999999999999809e-01 4.329267352988735995e-02 3.100074007071786791e-02
4.179999999999999827e-01 4.269855528962401836e-02 3.289203190527095061e-02
4.199999999999999845e-01 4.212332787411133400e-02 3.202861606775758707e-02
4.219999999999999862e-01 4.156435691099281265e-02 3.326206726420524729e-02
4.239999999999999880e-01 4.101935031154190642e-02 3.202861606775758707e-02
4.259999999999999898e-01 4.048631418540771243e-02 2.952059863498067427e-02
4.279999999999999916e-01 3.996351498090437715e-02 3.013732423320450785e-02
4.299999999999999933e-01 3.944944689509397723e-02 3.026066935284927109e-02
4.319999999999999951e-01 3.894280371586286010e-02 2.964394375462544098e-02
4.339999999999999969e-01 3.844245444014891822e-02 2.853383767782254749e-02
4.359999999999999987e-01 3.794742209213450984e-02 3.009620919332291894e-02
4.380000000000000004e-01 3.745686528702646401e-02 3.157635062906011258e-02
4.400000000000000022e-01 3.697006213091733051e-02 2.878052791711208092e-02
4.420000000000000040e-01 3.648639614927832314e-02 2.865718279746731420e-02
4.440000000000000058e-01 3.600534393050295462e-02 2.799934215936189519e-02
4.460000000000000075e-01 3.552646429989361060e-02 2.902721815640161088e-02
4.480000000000000093e-01 3.504938874789322728e-02 2.795822711948030628e-02
4.500000000000000111e-01 3.457381304724405774e-02 2.635474056409834592e-02
4.520000000000000129e-01 3.409948976924240954e-02 2.693035112244058712e-02
4.540000000000000147e-01 3.362622176282691056e-02 2.614916536469040487e-02
4.560000000000000164e-01 3.315385624599112568e-02 2.927390839569114431e-02
4.580000000000000182e-01 3.268227972107488194e-02 2.479236904859797794e-02
4.600000000000000200e-01 3.221141326150369494e-02 2.750596168078283180e-02
4.620000000000000218e-01 3.174120854432452982e-02 2.639585560397993483e-02
4.640000000000000235e-01 3.127164405404867648e-02 2.672477592303264607e-02
4.660000000000000253e-01 3.080272198429573685e-02 2.545020968670339695e-02
4.680000000000000271e-01 3.033446516032476184e-02 2.565578488611133801e-02
4.700000000000000289e-01 2.986691460850490407e-02 2.520351944741386352e-02
4.719999999999999751e-01 2.940012706155655312e-02 2.322999753309760648e-02
4.739999999999999769e-01 2.893417302636940719e-02 2.413452841049255893e-02
4.759999999999999787e-01 2.846913478394621708e-02 2.454567880930844451e-02
4.779999999999999805e-01 2.800510480968420104e-02 2.401118329084779221e-02
4.799999999999999822e-01 2.754218421356909377e-02 2.273661705451854309e-02
4.819999999999999840e-01 2.708048139055549419e-02 2.191431625688676846e-02
4.839999999999999858e-01 2.662011086168496535e-02 2.105090041937340839e-02
4.859999999999999876e-01 2.616119206503526515e-02 2.133870569854452726e-02
4.879999999999999893e-01 2.570384855034920160e-02 1.998190938245210033e-02
4.899999999999999911e-01 2.524820686896336874e-02 2.117424553901817164e-02
4.919999999999999929e-01 2.479439604436822417e-02 2.088644025984705277e-02
4.939999999999999947e-01 2.434254657825648746e-02 2.109201545925499383e-02
4.959999999999999964e-01 2.389279008010503774e-02 2.055751994079434153e-02
4.979999999999999982e-01 2.344525845819357343e-02 1.924183866458350350e-02
5.000000000000000000e-01 2.300008356776728907e-02 1.944741386399144803e-02
5.020000000000000018e-01 2.255739667347455429e-02 1.907737850505715135e-02
5.040000000000000036e-01 2.211732799607726840e-02 2.055751994079434153e-02
5.060000000000000053e-01 2.168000649359735563e-02 1.915960858482032569e-02
5.080000000000000071e-01 2.124555926478744264e-02 1.800838746813584329e-02
5.100000000000000089e-01 2.081411160154187506e-02 1.817284762766219891e-02
5.120000000000000107e-01 2.038578632484582334e-02 1.603486555381958625e-02
5.140000000000000124e-01 1.996070394924205627e-02 1.722720171038565756e-02
5.160000000000000142e-01 1.953898212793855546e-02 1.599375051393799735e-02
5.180000000000000160e-01 1.912073570980687975e-02 1.669270619192500527e-02
5.200000000000000178e-01 1.870607648351927527e-02 1.599375051393799735e-02
5.220000000000000195e-01 1.829511296119903235e-02 1.587040539429323410e-02
5.240000000000000213e-01 1.788795049709139898e-02 1.430803387879286265e-02
5.260000000000000231e-01 1.748469080481184976e-02 1.439026395855604046e-02
5.280000000000000249e-01 1.708543232233225573e-02 1.496587451689828166e-02
5.300000000000000266e-01 1.669026967882404969e-02 1.488364443713510385e-02
5.320000000000000284e-01 1.629929400568558631e-02 1.406134363950333095e-02
5.340000000000000302e-01 1.591259267183022658e-02 1.291012252281884681e-02
5.360000000000000320e-01 1.553024923978659107e-02 1.262231724364772621e-02
5.380000000000000338e-01 1.515234367707105935e-02 1.328015788175314522e-02
5.400000000000000355e-01 1.477895187537274849e-02 1.295123756270043572e-02
5.420000000000000373e-01 1.441014625225641235e-02 1.254008716388454840e-02
5.440000000000000391e-01 1.404599507148857583e-02 1.192336156566071829e-02
5.460000000000000409e-01 1.368656306775131899e-02 1.142998108708165490e-02
5.480000000000000426e-01 1.333191098866403149e-02 1.352684812104267692e-02
5.500000000000000444e-01 1.298209584241073744e-02 9.703149412054929562e-03
5.520000000000000462e-01 1.263717094567662867e-02 1.040210509004193748e-02
5.540000000000000480e-01 1.229718568603654742e-02 9.703149412054929562e-03
5.560000000000000497e-01 1.196218596685622373e-02 8.963078694186332740e-03
5.580000000000000515e-01 1.163221378903976123e-02 9.662034372173340657e-03
5.600000000000000533e-01 1.130730764940105111e-02 1.023764493051558186e-02
5.620000000000000551e-01 1.098750241599861024e-02 8.921963654304743835e-03
5.640000000000000568e-01 1.067282928837162866e-02 8.510813255488858253e-03
5.660000000000000586e-01 1.036331616311751518e-02 8.675273415015212139e-03
5.680000000000000604e-01 1.005898721548870861e-02 8.634158375133623234e-03
5.700000000000000622e-01 9.759863432027490737e-03 7.976317737028204222e-03
5.720000000000000639e-01 9.465962329032949832e-03 7.359592138804374982e-03
5.740000000000000657e-01 9.177298067256284275e-03 7.811857577501850336e-03
5.760000000000000675e-01 8.893881800665474208e-03 7.770742537620261431e-03
5.780000000000000693e-01 8.615721115988196274e-03 7.565167338212317773e-03
5.800000000000000711e-01 8.342820933460353208e-03 7.071786859633253514e-03
5.820000000000000728e-01 8.075182694622552379e-03 7.400707178685963020e-03
5.840000000000000746e-01 7.812805126750520593e-03 5.509415344132883793e-03
5.860000000000000764e-01 7.555683966084240054e-03 6.537291341172601217e-03
5.880000000000000782e-01 7.303811902333887628e-03 5.344955184606529040e-03
5.900000000000000799e-01 7.057179224061213389e-03 5.427185264369706851e-03
5.920000000000000817e-01 6.815772973170400491e-03 6.043910862593536958e-03
5.940000000000000835e-01 6.579578051185177613e-03 4.234849107803634674e-03
5.960000000000000853e-01 6.348576367953143521e-03 5.098264945316997344e-03
5.980000000000000870e-01 6.122747501194318251e-03 5.221610064961763192e-03
5.999999999999999778e-01 5.902068627424488997e-03 5.221610064961763192e-03
6.019999999999999796e-01 5.686514276689065041e-03 5.180495025080174287e-03
6.039999999999999813e-01 5.476057054069702161e-03 3.988158868514102111e-03
6.059999999999999831e-01 5.270666917203891202e-03 4.769344626264287838e-03
6.079999999999999849e-01 5.070311964085946581e-03 3.782583669106158886e-03
6.099999999999999867e-01 4.874958028074499738e-03 4.892689745909053686e-03
6.119999999999999885e-01 4.684568903369509471e-03 4.193734067922045769e-03
6.139999999999999902e-01 4.499106545865122313e-03 3.330318230408683532e-03
6.159999999999999920e-01 4.318530839693672345e-03 3.412548310171860909e-03
6.179999999999999938e-01 4.142799990617477765e-03 3.206973110763917251e-03
6.199999999999999956e-01 3.971870370914514121e-03 3.289203190527094627e-03
6.219999999999999973e-01 3.805696660088242218e-03 3.042512951237562498e-03
6.239999999999999991e-01 3.644231954400837820e-03 2.343557273250555014e-03
6.260000000000000009e-01 3.487427777711638553e-03 3.042512951237562498e-03
6.280000000000000027e-01 3.335234107208724392e-03 3.124743031000739874e-03
6.300000000000000044e-01 3.187599642103085273e-03 2.878052791711207745e-03
6.320000000000000062e-01 3.044471528067479050e-03 2.590247512540087144e-03
6.340000000000000080e-01 2.905795786998933983e-03 2.096867033961022884e-03
